id,case_number,date,block,iucr_code,primary_type,description,location_desc,arrest,domestic,beat_num,district_code,ward_no,community_code,fbi_code,x_coordinate,y_coordinate,year,date_of_update,latitude,longitude,location,Year,Month,DayOfWeek
10001651,SP013094,2017-09-13 10:19:00,26XX E NORTH AVE,750,THEFT,THEFT $500 AND UNDER,PARKING LOT / GARAGE(NON.RESID.),False,False,2211,9,23.0,30.0,26,1178478.0,1902332.0,2017,2017-10-08 10:19:00,41.95681713,-87.63531864,"(41.95681713, -87.63531864)",2017,9,Wednesday
10001652,XU825060,2022-08-11 21:51:00,3XX W MICHIGAN AVE,750,THEFT,THEFT $500 AND UNDER,OTHER,False,True,711,22,4.0,40.0,19,1180279.0,1882063.0,2022,2022-08-26 21:51:00,41.76033105,-87.65283443,"(41.76033105, -87.65283443)",2022,8,Thursday
10001653,FM222888,2022-01-30 12:00:00,28XX S ASHLAND AVE,740,THEFT,THEFT OVER $500,HOSPITAL BUILDING/GROUNDS,True,False,321,5,10.0,24.0,16,1160239.0,1926107.0,2022,2022-02-19 12:00:00,41.72104827,-87.61297093,"(41.72104827, -87.61297093)",2022,1,Sunday
10001654,BS741916,2022-07-04 09:42:00,73XX W HALSTED ST,460,BATTERY,SIMPLE,GAS STATION,True,False,311,7,44.0,25.0,17,1199324.0,1859556.0,2022,2022-07-10 09:42:00,41.78032888,-87.57370431,"(41.78032888, -87.57370431)",2022,7,Monday
10001655,FF283029,2020-01-04 08:30:00,85XX E GRAND AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,"SCHOOL, PUBLIC, BUILDING",False,False,2511,2,17.0,67.0,05,1188613.0,1863223.0,2020,2020-01-05 08:30:00,41.98727773,-87.55935821,"(41.98727773, -87.55935821)",2020,1,Saturday
10001656,VF322750,2023-10-08 16:00:00,12XX E GRAND AVE,620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,1121,16,32.0,32.0,14,1167786.0,1891504.0,2023,2023-10-29 16:00:00,41.91813613,-87.51371025,"(41.91813613, -87.51371025)",2023,10,Sunday
10001657,ER731429,2019-04-05 19:39:00,74XX E COTTAGE GROVE AVE,750,THEFT,THEFT $500 AND UNDER,RESIDENCE,False,False,221,16,48.0,68.0,02,1170040.0,1890235.0,2019,2019-04-11 19:39:00,41.70317492,-87.61831971,"(41.70317492, -87.61831971)",2019,4,Friday
10001658,YS448752,2022-10-11 13:29:00,66XX N FULLERTON AVE,740,THEFT,THEFT OVER $500,RETAIL STORE,True,False,912,10,31.0,32.0,18,1164854.0,1905332.0,2022,2022-11-08 13:29:00,41.82598911,-87.70890045,UNKNOWN,2022,10,Tuesday
10001659,TH194217,2017-05-28 10:07:00,66XX N PULASKI RD,730,THEFT,SHOPLIFTING,APARTMENT,False,False,811,19,31.0,16.0,07,1180851.0,1865529.0,2017,2017-06-26 10:07:00,41.69547566,-87.55731626,"(41.69547566, -87.55731626)",2017,5,Sunday
10001660,FP640985,2021-11-29 16:44:00,19XX S NORTH AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,521,20,37.0,60.0,17,1174048.0,1853119.0,2021,2021-12-11 16:44:00,41.864992,-87.53757253,"(41.864992, -87.53757253)",2021,11,Monday
10001661,UE340150,2020-05-18 03:41:00,86XX S GRAND AVE,610,BURGLARY,FORCIBLE ENTRY,GAS STATION,False,False,612,22,35.0,53.0,08A,1154092.0,1858463.0,2020,2020-05-31 03:41:00,41.70927744,-87.63628756,"(41.70927744, -87.63628756)",2020,5,Monday
10001662,FB392147,2023-12-31 09:44:00,9XX N CLARK ST,2830,CRIMINAL TRESPASS,TO RESIDENCE,CTA BUS,False,False,911,12,11.0,15.0,07,1196653.0,1903342.0,2023,2024-01-30 09:44:00,41.92357341,-87.58109218,"(41.92357341, -87.58109218)",2023,12,Sunday
10001663,LH976574,2022-11-17 22:25:00,56XX W WESTERN AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,711,11,41.0,57.0,16,1161613.0,1905253.0,2022,2022-12-17 22:25:00,41.87412644,-87.56228195,"(41.87412644, -87.56228195)",2022,11,Thursday
10001664,FE370161,2015-02-22 02:30:00,76XX W STATE ST,800,ARSON,AGGRAVATED,RESTAURANT,False,False,221,17,35.0,31.0,03,1160168.0,1901149.0,2015,2015-03-22 02:30:00,41.98412307,-87.5802656,"(41.98412307, -87.5802656)",2015,2,Sunday
10001665,YO477107,2020-05-29 22:28:00,40XX N DIVISION ST,110,HOMICIDE,FIRST DEGREE MURDER,CONVENIENCE STORE,True,False,411,17,46.0,77.0,13,1172985.0,1915248.0,2020,2020-06-15 22:28:00,41.93493416,-87.58133024,"(41.93493416, -87.58133024)",2020,5,Friday
10001666,FU971401,2023-01-30 17:57:00,11XX S NORTH AVE,510,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,False,False,1511,7,2.0,70.0,05,1158839.0,1928621.0,2023,2023-02-26 17:57:00,41.8591168,-87.61996756,"(41.8591168, -87.61996756)",2023,1,Monday
10001667,GE501712,2023-09-01 16:18:00,17XX N STATE ST,2830,CRIMINAL TRESPASS,TO RESIDENCE,PARK PROPERTY,True,False,1811,8,32.0,24.0,26,1154965.0,1863422.0,2023,2023-09-11 16:18:00,41.7662424,-87.58282167,"(41.7662424, -87.58282167)",2023,9,Friday
10001668,ST469023,2016-11-25 17:17:00,15XX E WESTERN AVE,460,BATTERY,SIMPLE,APARTMENT,False,False,1411,22,40.0,28.0,15,1176751.0,1914194.0,2016,2016-11-27 17:17:00,41.8147611,-87.53284205,"(41.8147611, -87.53284205)",2016,11,Friday
10001669,OS961884,2021-05-23 11:23:00,60XX E COTTAGE GROVE AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,False,False,911,14,35.0,38.0,02,1152725.0,1920325.0,2021,2021-06-22 11:23:00,41.94424308,-87.59179707,"(41.94424308, -87.59179707)",2021,5,Sunday
10001670,UM423655,2023-08-01 09:30:00,17XX E CLARK ST,740,THEFT,THEFT OVER $500,GAS STATION,False,False,2011,12,18.0,37.0,16,1150667.0,1896125.0,2023,2023-08-07 09:30:00,41.87755893,-87.72581803,"(41.87755893, -87.72581803)",2023,8,Tuesday
10001671,QU307596,2018-05-09 01:44:00,52XX N BROADWAY,850,DECEPTIVE PRACTICE,FRAUD,APARTMENT,False,False,1221,2,30.0,27.0,06,1169508.0,1892624.0,2018,2018-05-28 01:44:00,41.97885362,-87.76659099,"(41.97885362, -87.76659099)",2018,5,Wednesday
10001672,KG505300,2016-06-03 16:53:00,82XX W PULASKI RD,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESTAURANT,False,False,311,14,3.0,18.0,15,1183158.0,1911861.0,2016,2016-06-14 16:53:00,41.79695333,-87.78078779,"(41.79695333, -87.78078779)",2016,6,Friday
10001673,IN763381,2015-09-26 21:02:00,99XX S DIVISION ST,1310,NARCOTICS,POSS: COCAINE,OTHER,True,False,1022,25,17.0,42.0,04A,1184108.0,1927877.0,2015,2015-10-14 21:02:00,41.91665003,-87.72471547,"(41.91665003, -87.72471547)",2015,9,Saturday
10001674,IH460077,2021-12-30 14:04:00,66XX E BROADWAY,1310,NARCOTICS,POSS: COCAINE,HOSPITAL BUILDING/GROUNDS,True,False,1911,20,36.0,65.0,13,1159034.0,1887977.0,2021,2022-01-03 14:04:00,41.90155921,-87.74175773,"(41.90155921, -87.74175773)",2021,12,Thursday
10001675,KX655819,2017-08-06 22:54:00,45XX W COTTAGE GROVE AVE,750,THEFT,THEFT $500 AND UNDER,APARTMENT,False,False,122,12,20.0,11.0,19,1152563.0,1856755.0,2017,2017-08-21 22:54:00,41.79916327,-87.65816503,"(41.79916327, -87.65816503)",2017,8,Sunday
10001676,FC563235,2022-12-31 22:02:00,67XX S CICERO AVE,460,BATTERY,SIMPLE,ALLEY,False,False,2011,25,26.0,40.0,15,1184726.0,1893098.0,2022,2023-01-13 22:02:00,41.7616262,-87.69958068,"(41.7616262, -87.69958068)",2022,12,Saturday
10001677,UI678399,2022-10-29 19:02:00,60XX N NORTH AVE,740,THEFT,THEFT OVER $500,CTA TRAIN,False,True,1811,1,2.0,20.0,03,1187375.0,1881934.0,2022,2022-11-17 19:02:00,41.69587542,-87.53123521,"(41.69587542, -87.53123521)",2022,10,Saturday
10001678,XJ267208,2015-12-15 08:52:00,60XX W NORTH AVE,560,ASSAULT,SIMPLE,UNKNOWN,False,False,412,20,8.0,47.0,17,1157813.0,1888491.0,2015,2016-01-13 08:52:00,41.98602312,-87.50594176,"(41.98602312, -87.50594176)",2015,12,Tuesday
10001679,WW253140,2015-03-22 16:18:00,27XX S WESTERN AVE,320,ROBBERY,STRONGARM - NO WEAPON,UNKNOWN,False,False,221,14,17.0,74.0,04B,1195944.0,1857613.0,2015,2015-04-09 16:18:00,41.82673047,-87.57228615,"(41.82673047, -87.57228615)",2015,3,Sunday
10001680,SY748336,2019-07-31 18:33:00,5XX S BROADWAY,750,THEFT,THEFT $500 AND UNDER,UNKNOWN,False,False,412,20,36.0,24.0,11,1182388.0,1885620.0,2019,2019-08-22 18:33:00,41.95172059,-87.74219777,"(41.95172059, -87.74219777)",2019,7,Wednesday
10001681,JR521900,2021-08-12 13:20:00,80XX E CLARK ST,1110,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,BAR OR TAVERN,False,True,611,11,37.0,47.0,09,1178463.0,1889040.0,2021,2021-08-19 13:20:00,41.861708,-87.69056087,UNKNOWN,2021,8,Thursday
10001682,HJ979581,2018-03-25 22:04:00,71XX W MADISON ST,312,ROBBERY,ARMED: HANDGUN,GAS STATION,False,False,711,4,1.0,5.0,08B,1152022.0,1854837.0,2018,2018-03-30 22:04:00,41.83145826,-87.75671931,"(41.83145826, -87.75671931)",2018,3,Sunday
10001683,CW604031,2021-09-25 19:39:00,43XX S MADISON ST,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,UNKNOWN,True,True,113,24,27.0,74.0,07,1182306.0,1861337.0,2021,2021-10-02 19:39:00,41.80396704,-87.59613954,"(41.80396704, -87.59613954)",2021,9,Saturday
10001684,XR198084,2020-02-28 20:19:00,27XX W CICERO AVE,460,BATTERY,SIMPLE,GROCERY FOOD STORE,False,False,1022,19,15.0,20.0,15,1193601.0,1866659.0,2020,2020-03-06 20:19:00,41.72824914,-87.78248553,"(41.72824914, -87.78248553)",2020,2,Friday
10001685,TP058226,2015-12-15 16:44:00,28XX N CHICAGO AVE,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,True,True,1511,2,14.0,75.0,06,1150980.0,1910449.0,2015,2015-12-21 16:44:00,41.96054471,-87.59235751,"(41.96054471, -87.59235751)",2015,12,Tuesday
10001686,MI028144,2018-09-02 16:19:00,40XX S COTTAGE GROVE AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,PARKING LOT / GARAGE(NON.RESID.),False,False,1221,6,23.0,24.0,08B,1171736.0,1911453.0,2018,2018-09-07 16:19:00,41.83026825,-87.6901361,"(41.83026825, -87.6901361)",2018,9,Sunday
10001687,EB557212,2017-02-20 16:06:00,58XX S WESTERN AVE,610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,False,False,122,22,36.0,58.0,14,1161120.0,1875449.0,2017,2017-03-01 16:06:00,41.69652708,-87.52532777,"(41.69652708, -87.52532777)",2017,2,Monday
10001688,RW520245,2022-04-17 14:03:00,80XX N CHICAGO AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,BAR OR TAVERN,False,False,911,15,21.0,69.0,11,1165001.0,1914849.0,2022,2022-05-15 14:03:00,41.93115744,-87.50261811,"(41.93115744, -87.50261811)",2022,4,Sunday
10001689,UB986157,2021-05-10 16:45:00,99XX E CHICAGO AVE,1240,NARCOTICS,POSS: HEROIN(WHITE),PARK PROPERTY,True,True,1111,15,35.0,60.0,10,1153928.0,1924375.0,2021,2021-05-17 16:45:00,41.78397303,-87.70494678,"(41.78397303, -87.70494678)",2021,5,Monday
10001690,QZ747463,2016-05-31 17:57:00,50XX N CHICAGO AVE,560,ASSAULT,SIMPLE,PARKING LOT / GARAGE(NON.RESID.),False,False,1111,3,47.0,24.0,02,1182407.0,1870865.0,2016,2016-06-01 17:57:00,41.79683696,-87.67821256,"(41.79683696, -87.67821256)",2016,5,Tuesday
10001691,DE882267,2022-12-19 15:37:00,58XX E ASHLAND AVE,610,BURGLARY,FORCIBLE ENTRY,GAS STATION,False,False,611,1,45.0,17.0,09,1173692.0,1869713.0,2022,2023-01-12 15:37:00,41.69965006,-87.5552758,"(41.69965006, -87.5552758)",2022,12,Monday
10001692,JR326119,2015-11-19 19:41:00,73XX W PULASKI RD,740,THEFT,THEFT OVER $500,RETAIL STORE,False,False,122,9,26.0,40.0,03,1172744.0,1851292.0,2015,2015-12-10 19:41:00,41.80588433,-87.53351649,"(41.80588433, -87.53351649)",2015,11,Thursday
10001693,EO108997,2022-04-21 20:01:00,89XX S CLARK ST,460,BATTERY,SIMPLE,APARTMENT,False,False,1211,11,18.0,1.0,11,1182488.0,1916889.0,2022,2022-05-21 20:01:00,41.9153636,-87.65516185,"(41.9153636, -87.65516185)",2022,4,Thursday
10001694,WD157729,2018-11-21 18:33:00,7XX W DIVISION ST,740,THEFT,THEFT OVER $500,SIDEWALK,False,False,121,11,35.0,39.0,16,1184296.0,1860370.0,2018,2018-11-30 18:33:00,41.90593198,-87.5061694,"(41.90593198, -87.5061694)",2018,11,Wednesday
10001695,ZE293654,2023-07-03 22:12:00,43XX W CHICAGO AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,BAR OR TAVERN,True,True,711,15,14.0,36.0,05,1184144.0,1891506.0,2023,2023-07-04 22:12:00,41.90786906,-87.76914895,"(41.90786906, -87.76914895)",2023,7,Monday
10001696,NM198388,2016-10-22 21:54:00,1XX S CICERO AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,GAS STATION,False,True,411,8,22.0,4.0,17,1163077.0,1881643.0,2016,2016-11-19 21:54:00,41.74458437,-87.51976726,"(41.74458437, -87.51976726)",2016,10,Saturday
10001697,XV300064,2015-07-04 03:19:00,71XX E CHICAGO AVE,460,BATTERY,SIMPLE,PARK PROPERTY,True,False,621,24,10.0,28.0,06,1191376.0,1888286.0,2015,2015-07-05 03:19:00,41.70417047,-87.73217198,"(41.70417047, -87.73217198)",2015,7,Saturday
10001698,MM338506,2018-05-30 17:38:00,21XX W FULLERTON AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,PARK PROPERTY,False,False,221,17,35.0,42.0,26,1165759.0,1875659.0,2018,2018-06-18 17:38:00,41.95884968,-87.7118729,"(41.95884968, -87.7118729)",2018,5,Wednesday
10001699,WY469301,2021-10-06 06:21:00,15XX N CLARK ST,620,BURGLARY,UNLAWFUL ENTRY,CONVENIENCE STORE,False,False,411,4,25.0,66.0,17,1183868.0,1870732.0,2021,2021-10-15 06:21:00,41.82689166,-87.57314769,"(41.82689166, -87.57314769)",2021,10,Wednesday
10001700,SX859405,2018-11-28 07:32:00,89XX S ASHLAND AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,GROCERY FOOD STORE,False,False,321,9,24.0,53.0,09,1171097.0,1876457.0,2018,2018-12-06 07:32:00,41.78059346,-87.61982089,"(41.78059346, -87.61982089)",2018,11,Wednesday
10001701,YT666527,2018-05-07 11:19:00,37XX S FULLERTON AVE,730,THEFT,SHOPLIFTING,PARK PROPERTY,False,False,2211,17,38.0,50.0,04A,1183612.0,1917816.0,2018,2018-05-20 11:19:00,41.84277492,-87.75508116,"(41.84277492, -87.75508116)",2018,5,Monday
10001702,YR576737,2019-11-25 20:58:00,19XX W FULLERTON AVE,750,THEFT,THEFT $500 AND UNDER,CTA BUS,True,True,1221,7,9.0,1.0,16,1162550.0,1859171.0,2019,2019-12-10 20:58:00,41.71913887,-87.61485797,"(41.71913887, -87.61485797)",2019,11,Monday
10001703,JZ853885,2021-07-27 17:45:00,40XX N BROADWAY,610,BURGLARY,FORCIBLE ENTRY,VEHICLE NON-COMMERCIAL,False,False,221,22,35.0,41.0,13,1165575.0,1861348.0,2021,2021-08-25 17:45:00,41.7765973,-87.68285713,"(41.7765973, -87.68285713)",2021,7,Tuesday
10001704,KW135044,2015-12-24 16:07:00,34XX W COTTAGE GROVE AVE,730,THEFT,SHOPLIFTING,PARKING LOT / GARAGE(NON.RESID.),False,True,411,1,20.0,75.0,10,1198167.0,1893365.0,2015,2015-12-26 16:07:00,41.9173471,-87.53331482,"(41.9173471, -87.53331482)",2015,12,Thursday
10001705,ZY629025,2019-05-06 11:47:00,11XX W BROADWAY,460,BATTERY,SIMPLE,UNKNOWN,False,False,912,18,11.0,29.0,20,1174261.0,1925839.0,2019,2019-05-27 11:47:00,41.93250445,-87.64918164,"(41.93250445, -87.64918164)",2019,5,Monday
10001706,VN433408,2016-07-24 13:45:00,14XX W COTTAGE GROVE AVE,312,ROBBERY,ARMED: HANDGUN,RESTAURANT,True,False,221,7,25.0,12.0,14,1173711.0,1906593.0,2016,2016-08-19 13:45:00,41.84548137,-87.53469935,"(41.84548137, -87.53469935)",2016,7,Sunday
10001707,QT760698,2022-01-25 13:46:00,94XX S BROADWAY,510,ASSAULT,AGGRAVATED: HANDGUN,VEHICLE NON-COMMERCIAL,False,False,1611,4,28.0,55.0,07,1171973.0,1898267.0,2022,2022-01-27 13:46:00,41.81409776,-87.50612501,"(41.81409776, -87.50612501)",2022,1,Tuesday
10001708,NO497608,2022-02-03 13:28:00,10XX W MADISON ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,False,False,412,24,19.0,17.0,13,1183726.0,1886169.0,2022,2022-03-04 13:28:00,41.82482593,-87.64265513,"(41.82482593, -87.64265513)",2022,2,Thursday
10001709,HN572790,2021-03-10 18:07:00,96XX S MICHIGAN AVE,312,ROBBERY,ARMED: HANDGUN,GAS STATION,True,True,411,22,10.0,18.0,18,1154841.0,1868472.0,2021,2021-03-17 18:07:00,41.77524934,-87.57337525,"(41.77524934, -87.57337525)",2021,3,Wednesday
10001710,WW768074,2023-04-06 13:00:00,96XX E MADISON ST,560,ASSAULT,SIMPLE,RESIDENCE,False,False,2211,6,39.0,17.0,01A,1153396.0,1866730.0,2023,2023-04-09 13:00:00,41.87572644,-87.53360156,"(41.87572644, -87.53360156)",2023,4,Thursday
10001711,XT781707,2019-09-27 19:39:00,72XX S CICERO AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,CONVENIENCE STORE,True,True,1911,19,10.0,56.0,07,1150963.0,1904815.0,2019,2019-10-05 19:39:00,41.76157575,-87.79583399,"(41.76157575, -87.79583399)",2019,9,Friday
10001712,BQ759369,2018-08-01 16:32:00,24XX S CICERO AVE,1240,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT / GARAGE(NON.RESID.),False,False,1022,24,5.0,2.0,17,1189937.0,1921501.0,2018,2018-08-05 16:32:00,41.77653715,-87.53056549,"(41.77653715, -87.53056549)",2018,8,Wednesday
10001713,HY234153,2015-01-30 15:14:00,16XX N PULASKI RD,730,THEFT,SHOPLIFTING,BAR OR TAVERN,False,False,712,5,42.0,64.0,08A,1181244.0,1910890.0,2015,2015-02-04 15:14:00,41.76110249,-87.78961468,"(41.76110249, -87.78961468)",2015,1,Friday
10001714,ZX071810,2017-02-16 06:38:00,91XX S CICERO AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,PARK PROPERTY,False,True,2411,12,29.0,9.0,17,1186947.0,1885570.0,2017,2017-02-19 06:38:00,41.69318033,-87.60762947,"(41.69318033, -87.60762947)",2017,2,Thursday
10001715,EP376009,2021-02-23 15:50:00,17XX N BROADWAY,265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,STREET,False,False,2511,15,44.0,70.0,12,1171896.0,1864957.0,2021,2021-03-10 15:50:00,41.96788122,-87.609877,"(41.96788122, -87.609877)",2021,2,Tuesday
10001716,VH530367,2018-11-12 07:30:00,40XX W MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,RESIDENCE,True,True,221,19,11.0,42.0,02,1175250.0,1852091.0,2018,2018-11-26 07:30:00,41.73559643,-87.56176212,"(41.73559643, -87.56176212)",2018,11,Monday
10001717,IQ860270,2015-03-31 21:53:00,30XX S PULASKI RD,320,ROBBERY,STRONGARM - NO WEAPON,VEHICLE NON-COMMERCIAL,False,False,812,19,35.0,57.0,04A,1176110.0,1870345.0,2015,2015-04-15 21:53:00,41.84061179,-87.53846941,"(41.73831916, -87.53846941)",2015,3,Tuesday
10001718,II283976,2015-12-05 19:53:00,13XX W WESTERN AVE,1110,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,PARKING LOT / GARAGE(NON.RESID.),False,False,1611,12,31.0,7.0,08A,1199763.0,1918231.0,2015,2015-12-31 19:53:00,41.84924157,-87.74979451,"(41.84924157, -87.74979451)",2015,12,Saturday
10001719,IW463867,2017-08-10 09:14:00,66XX E CICERO AVE,510,ASSAULT,AGGRAVATED: HANDGUN,OTHER,False,False,113,9,2.0,28.0,20,1154066.0,1859463.0,2017,2017-08-12 09:14:00,41.90058344,-87.63574288,"(41.90058344, -87.63574288)",2017,8,Thursday
10001720,JO248681,2017-09-02 10:11:00,18XX N MICHIGAN AVE,460,BATTERY,SIMPLE,RESIDENCE,False,False,1011,22,14.0,68.0,05,1167050.0,1902614.0,2017,2017-09-29 10:11:00,41.79087885,-87.56727897,"(41.79087885, -87.56727897)",2017,9,Saturday
10001721,UQ600777,2021-08-30 07:27:00,58XX W HALSTED ST,460,BATTERY,SIMPLE,CTA BUS,False,True,221,24,11.0,6.0,01A,1196450.0,1871963.0,2021,2021-09-03 07:27:00,41.82602852,-87.52862521,"(41.82602852, -87.52862521)",2021,8,Monday
10001722,ZX601547,2022-04-18 19:54:00,85XX S CLARK ST,750,THEFT,THEFT $500 AND UNDER,RESIDENCE,False,False,212,16,21.0,26.0,05,1177315.0,1858003.0,2022,2022-05-08 19:54:00,41.93516395,-87.51934822,"(41.93516395, -87.51934822)",2022,4,Monday
10001723,CH155079,2022-07-11 16:31:00,56XX E COTTAGE GROVE AVE,460,BATTERY,SIMPLE,RETAIL STORE,False,False,612,24,32.0,67.0,05,1196857.0,1853043.0,2022,2022-07-23 16:31:00,41.79392347,-87.61151772,"(41.79392347, -87.61151772)",2022,7,Monday
10001724,AF653598,2023-05-05 21:39:00,92XX S CICERO AVE,320,ROBBERY,STRONGARM - NO WEAPON,BAR OR TAVERN,False,False,912,5,1.0,45.0,10,1173265.0,1913222.0,2023,2023-05-27 21:39:00,41.93023158,-87.57775912,"(41.93023158, -87.57775912)",2023,5,Friday
10001725,JO540425,2015-02-16 08:01:00,2XX W CHICAGO AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,RETAIL STORE,False,True,212,1,4.0,70.0,08B,1154540.0,1859293.0,2015,2015-02-24 08:01:00,41.92887076,-87.73337554,"(41.92887076, -87.73337554)",2015,2,Monday
10001726,MU891332,2018-10-10 21:01:00,11XX E MICHIGAN AVE,610,BURGLARY,FORCIBLE ENTRY,CTA TRAIN,True,False,1911,18,10.0,30.0,19,1154009.0,1925803.0,2018,2018-11-05 21:01:00,41.85749541,-87.52272997,"(41.85749541, -87.52272997)",2018,10,Wednesday
10001727,JI313917,2016-12-26 04:55:00,38XX N COTTAGE GROVE AVE,265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,False,False,312,7,34.0,29.0,26,1193831.0,1861248.0,2016,2017-01-01 04:55:00,41.78365596,-87.72152424,"(41.78365596, -87.72152424)",2016,12,Monday
10001728,NY698781,2023-10-29 07:15:00,36XX W HALSTED ST,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA TRAIN,True,False,1411,18,34.0,23.0,20,1152306.0,1895856.0,2023,2023-11-20 07:15:00,41.94097721,-87.5289402,"(41.94097721, -87.5289402)",2023,10,Sunday
10001729,ZR904217,2023-12-06 19:30:00,15XX E GRAND AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,811,6,50.0,42.0,08A,1181518.0,1859573.0,2023,2023-12-08 19:30:00,41.89689827,-87.74270493,"(41.89689827, -87.74270493)",2023,12,Wednesday
10001730,MW946227,2021-08-27 00:48:00,20XX E MICHIGAN AVE,750,THEFT,THEFT $500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",False,False,621,6,50.0,58.0,18,1194490.0,1902034.0,2021,2021-09-23 00:48:00,41.80194157,-87.69530783,"(41.80194157, -87.69530783)",2021,8,Friday
10001731,RP343145,2018-09-08 16:51:00,37XX W CLARK ST,312,ROBBERY,ARMED: HANDGUN,ALLEY,True,False,1022,9,11.0,70.0,14,1184399.0,1925403.0,2018,2018-09-09 16:51:00,41.84061179,-87.67892184,"(41.70490903, -87.67892184)",2018,9,Saturday
10001732,DU148958,2021-07-24 10:58:00,95XX E BROADWAY,620,BURGLARY,UNLAWFUL ENTRY,CTA TRAIN,False,False,2411,14,18.0,61.0,04A,1166798.0,1881165.0,2021,2021-08-13 10:58:00,41.87626836,-87.55740193,"(41.87626836, -87.55740193)",2021,7,Saturday
10001733,ZL759561,2023-11-19 08:44:00,44XX S CICERO AVE,730,THEFT,SHOPLIFTING,RESTAURANT,False,False,911,24,30.0,58.0,08A,1186852.0,1851929.0,2023,2023-12-13 08:44:00,41.77954233,-87.65403775,"(41.77954233, -87.65403775)",2023,11,Sunday
10001734,CY577168,2020-12-13 22:11:00,80XX S HALSTED ST,460,BATTERY,SIMPLE,CTA BUS,False,False,2211,7,41.0,72.0,07,1181364.0,1919100.0,2020,2020-12-20 22:11:00,41.83719284,-87.73863401,"(41.83719284, -87.73863401)",2020,12,Sunday
10001735,UY634179,2020-03-08 10:19:00,21XX S NORTH AVE,850,DECEPTIVE PRACTICE,FRAUD,HOSPITAL BUILDING/GROUNDS,True,False,111,15,34.0,44.0,17,1187881.0,1911040.0,2020,2020-04-02 10:19:00,41.87498963,-87.72168719,"(41.87498963, -87.72168719)",2020,3,Sunday
10001736,AO115750,2019-10-15 19:31:00,48XX N CLARK ST,730,THEFT,SHOPLIFTING,PARKING LOT / GARAGE(NON.RESID.),False,False,1011,15,15.0,49.0,10,1174984.0,1914162.0,2019,2019-10-30 19:31:00,41.83253349,-87.67909188,"(41.83253349, -87.67909188)",2019,10,Tuesday
10001737,XO191384,2020-06-02 21:58:00,71XX N ASHLAND AVE,560,ASSAULT,SIMPLE,CTA TRAIN,True,False,1022,25,33.0,69.0,05,1170710.0,1870877.0,2020,2020-06-21 21:58:00,41.80210278,-87.58813588,"(41.80210278, -87.58813588)",2020,6,Tuesday
10001738,UX042549,2018-12-24 23:52:00,80XX N COTTAGE GROVE AVE,740,THEFT,THEFT OVER $500,CTA BUS,False,False,1711,10,14.0,70.0,01A,1183677.0,1891763.0,2018,2018-12-26 23:52:00,41.74266972,-87.50431866,"(41.74266972, -87.50431866)",2018,12,Monday
10001739,SV916974,2020-02-15 02:52:00,76XX W GRAND AVE,740,THEFT,THEFT OVER $500,UNKNOWN,True,False,312,11,20.0,60.0,04B,1169420.0,1876190.0,2020,2020-03-16 02:52:00,41.82000217,-87.54557242,"(41.82000217, -87.54557242)",2020,2,Saturday
10001740,ID619964,2020-04-08 14:42:00,18XX S MADISON ST,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,111,2,12.0,21.0,05,1174984.0,1867374.0,2020,2020-04-10 14:42:00,41.89667949,-87.67097266,UNKNOWN,2020,4,Wednesday
